FY,main.hyperlink,xpath,link.title,file.hyperlink,document.type,file.type,appropriation,sorting.id,display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Press Release - Defense Budget,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_Press_Release.pdf,Press Releases,PDF,NA,1,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Budget Briefing,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY2019_Budget_Request.pdf,Press Releases,PDF,NA,2,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,"Briefing by Under Secretary Of Defense (Comptroller) David L. Norquist; Lt. Gen. Anthony R. Ierardi, USA, Director, Force Structure, Resources and Assessment, Joint Staff (J8)",https://www.defense.gov/News/Transcripts/Transcript-View/Article/1439782/department-of-defense-news-briefing-on-the-presidents-fiscal-year-2019-defense/,Press Releases,Site,NA,3,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Summary Budget Documents,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY2019_Budget_Request_Overview_Book.pdf,Summary Budget Documents,PDF,NA,4,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Performance Improvements,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY2019_Performance_Improvement.pdf,Summary Budget Documents,PDF,NA,5,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Program Acquisition Costs by Weapons System,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY2019_Weapons.pdf,Summary Budget Documents,PDF,NA,6,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,FY2019 Multiyear Procurement Exhibits,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY19_PB_MYP_Exhibits.pdf,Summary Budget Documents,PDF,NA,7,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Financial Summary Tables,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY2019_Financial_Summary_Tables.pdf,Summary Budget Documents,PDF,NA,8,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,National Defense Budget Estimates for FY 2019 (Green Book),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY19_Green_Book.pdf,Summary Budget Documents,PDF,NA,9,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,National Defense Budget Estimates for FY 2019 (Green Book),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY_2019_Green_Book.zip,Summary Budget Documents,Zip,NA,10,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Operation and Maintenance Overview,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_OM_Overview.pdf,Summary Budget Documents,PDF,NA,11,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_m1.pdf,Budget Documents,PDF,M-1,12,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/m1.xlsx,Budget Documents,Excel,M-1,13,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/m1_display.xlsx,Budget Documents,Excel,M-1,14,display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_o1.pdf,Budget Documents,PDF,O-1,15,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/o1.xlsx,Budget Documents,Excel,O-1,16,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/o1_display.xlsx,Budget Documents,Excel,O-1,17,display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_rf1.pdf,Budget Documents,PDF,RF-1,18,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/rf1.xlsx,Budget Documents,Excel,RF-1,19,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/rf1_display.xlsx,Budget Documents,Excel,RF-1,20,display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_p1.pdf,Budget Documents,PDF,P-1,21,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/p1.xlsx,Budget Documents,Excel,P-1,22,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/p1_display.xlsx,Budget Documents,Excel,P-1,23,display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Procurement Programs Reserve Components (P-1R),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_p1r.pdf,Budget Documents,PDF,P-1R,24,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Procurement Programs Reserve Components (P-1R),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/p1r.xlsx,Budget Documents,Excel,P-1R,25,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Procurement Programs Reserve Components (P-1R),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/p1r_display.xlsx,Budget Documents,Excel,P-1R,26,display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_r1.pdf,Budget Documents,PDF,R-1,27,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/r1.xlsx,Budget Documents,Excel,R-1,28,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/r1_display.xlsx,Budget Documents,Excel,R-1,29,display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_c1.pdf,Budget Documents,PDF,C-1,30,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/c1.xlsx,Budget Documents,Excel,C-1,31,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,European Deterrence Initiative,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/fy2019_EDI_JBook.pdf,Budget Documents,PDF,OCO.Related,32,not.display.version
2019,https://comptroller.defense.gov/Budget-Materials/Budget2019/,#LiveHTMLWrapper92093 div,Justification for Base Funded Contingency Operations and the Overseas Contingency Operations Transfer Fund (OCOTF),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2019/FY2019_OCOTF_Justification_Book_FINAL.pdf,Budget Documents,PDF,OCO.Related,33,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Overview - November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/FY18_DoD_Budget_Amendment-Hurricane_Recovery_Nov2017.pdf,Overview - November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery,PDF,Emergency.Related,1,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/fy2018_o1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,PDF,O-1,2,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/o1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,Excel,O-1,3,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/o1a_display.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,Excel,O-1,4,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/fy2018_rf1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,PDF,RF-1,5,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/rf1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,Excel,RF-1,6,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/rf1a_display.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,Excel,RF-1,7,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/fy2018_p1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,PDF,P-1,8,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/p1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,Excel,P-1,9,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/p1a_display.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,Excel,P-1,10,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/fy2018_c1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,PDF,C-1,11,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017HurricaneAmended/c1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Hurricane Recovery - Budget Documents,Excel,C-1,12,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/fy2018_m1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,PDF,M-1,13,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/m1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,M-1,14,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/m1a_display.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,M-1,15,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/fy2018_o1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,PDF,O-1,16,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/o1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,O-1,17,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/o1a_display.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,O-1,18,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/fy2018_p1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,PDF,P-1,19,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/p1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,P-1,20,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/p1a_display.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,P-1,21,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/fy2018_r1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,PDF,R-1,22,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/r1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,R-1,23,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/r1a_display.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,R-1,24,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/fy2018_c1a.pdf,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,PDF,C-1,25,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/November2017Amended/c1a.xlsx,November 2017 Budget Amendment Request - Emergency Requirements: Missile Defeat and Defense / Ship Repairs; Overseas Contingency Operations: Increased Troop Levels - Budget Documents,Excel,C-1,26,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Press Release - Defense Budget,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_Press_Release.pdf,Press Releases,PDF,NA,27,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Budget Briefing,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_Budget_Request.pdf,Press Releases,PDF,NA,28,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Briefing by Mr. John Roth, Performing the Duties of Under Secretary of Defense (Comptroller); and Lieutenant General Anthony R. Ierardi, USA, Director, Force Structure, Resources and Assessment, Joint Staff (J8)",https://www.defense.gov/News/Transcripts/Transcript-View/Article/1191830/department-of-defense-news-briefing-on-the-presidents-fiscal-year-2018-defense/,Press Releases,Site,NA,29,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Summary Budget Documents,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_Budget_Request_Overview_Book.pdf,Summary Budget Documents,PDF,NA,30,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Performance Improvements,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_Performance_Improvement.pdf,Summary Budget Documents,PDF,NA,31,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Program Acquisition Costs by Weapons System,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_Weapons.pdf,Summary Budget Documents,PDF,NA,32,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,FY18 PB Multiyear Procurement Exhibits,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/FY18_PB_Multiyear_Procurement_Exhibits.pdf,Summary Budget Documents,PDF,NA,33,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Financial Summary Tables,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_Financial_Summary_Tables.pdf,Summary Budget Documents,PDF,NA,34,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,National Defense Budget Estimates for FY 2018 (Green Book) (UPDATED),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/FY18_Green_Book.pdf,Summary Budget Documents,PDF,NA,35,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,National Defense Budget Estimates for FY 2018 (Green Book) (UPDATED),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/FY_2018_Green_Book.zip,Summary Budget Documents,Zip,NA,36,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Overview,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_OM_Overview.pdf,Summary Budget Documents,PDF,NA,37,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_m1.pdf,Budget Documents,PDF,M-1,38,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/m1.xlsx,Budget Documents,Excel,M-1,39,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Military Personnel Programs (M-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/m1_display.xlsx,Budget Documents,Excel,M-1,40,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_o1-rf1.pdf,Budget Documents,PDF,O-1,41,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/o1.xlsx,Budget Documents,Excel,O-1,42,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Operation and Maintenance Programs (O-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/o1_display.xlsx,Budget Documents,Excel,O-1,43,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/rf1.xlsx,Budget Documents,Excel,RF-1,44,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Revolving and Management Fund (RF-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/rf1_display.xlsx,Budget Documents,Excel,RF-1,45,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_p1.pdf,Budget Documents,PDF,P-1,46,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/p1.xlsx,Budget Documents,Excel,P-1,47,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs (P-1),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/p1_display.xlsx,Budget Documents,Excel,P-1,48,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs Reserve Components (P-1R),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_p1r.pdf,Budget Documents,PDF,P-1R,49,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs Reserve Components (P-1R),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/p1r.xlsx,Budget Documents,Excel,P-1R,50,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,Procurement Programs Reserve Components (P-1R),https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/p1r_display.xlsx,Budget Documents,Excel,P-1R,51,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_r1.pdf,Budget Documents,PDF,R-1,52,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/r1.xlsx,Budget Documents,Excel,R-1,53,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Research Development, Test & Evaluation Programs (R-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/r1_display.xlsx,Budget Documents,Excel,R-1,54,display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_c1.pdf,Budget Documents,PDF,C-1,55,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,"Military Construction, Family Housing, and Base Realignment and Closure Program (C-1)",https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/c1.xlsx,Budget Documents,Excel,C-1,56,not.display.version
2018,https://comptroller.defense.gov/Budget-Materials/Budget2018/,#LiveHTMLWrapper87158 div,European Reassurance Initiative,https://comptroller.defense.gov/Portals/45/Documents/defbudget/fy2018/fy2018_ERI_J-Book.pdf,Budget Documents,PDF,NA,57,not.display.version
